0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,target
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,2,2,1,1,2,2,1,1,1,2,3,3,3,3,2,2,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,5,5,5,5,5,5,4,4,1
3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,3,2,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,2,2,1,1,1,1,1,1,2,2,3,3,3,3,2,2,2,2,3,2,2,2,3,3,3,3,4,4,3,3,3,2,2,2,2,2,1,1,1,2,1,2,2,2,3,4,4,4,4,5,5,5,4,4,3,3,3,4,4,4,4,4,4,2,1,1,1,3,4,4,7,8,9,12,13,15,15,15,13,11,9,8,10,8,7,8,7,9,9,8,8,7,7,7,8,8,9,10,11,11,11,12,12,12,12,11,9,8,8,4,4,1,1,1,1
3,4,5,5,6,6,7,7,8,9,9,10,11,12,12,12,11,11,11,11,12,11,11,11,12,12,12,12,11,11,10,11,10,7,5,2,2,7,14,19,26,29,22,14,5,3,3,4,7,12,14,16,16,14,13,11,8,6,5,5,5,5,5,5,3,3,3,3,4,3,2,1,1,0,0,1,1,2,3,4,6,6,6,6,6,5,5,7,8,8,9,9,9,9,9,9,9,8,9,8,8,8,9,10,11,11,9,7,5,2,2,7,9,13,15,15,14,13,11,10,10,11,11,11,10,11,10,9,8,8,7,6,6,6,5,4,4,3,5,3,4,4,5,17,17,6,1,7,10,11,10,8,5,1,1,2,3,2,4,2,1
8,7,7,6,6,7,8,8,8,6,7,8,6,3,2,3,5,7,9,8,6,6,5,6,4,2,1,3,4,5,7,7,7,7,7,7,7,6,4,4,3,3,3,3,4,6,4,3,3,3,4,6,7,7,9,10,10,10,12,14,18,20,16,10,7,12,17,21,23,24,25,24,19,12,7,3,2,4,4,2,1,1,2,4,2,4,8,5,6,8,9,7,5,3,2,2,3,4,4,4,2,2,3,2,0,1,4,4,4,3,2,2,3,3,2,1,0,2,5,7,6,5,4,5,6,6,7,7,7,8,7,5,5,6,5,5,4,5,5,5,6,6,7,8,7,5,3,1,1,1,2,2,3,3,6,8,9,8,6,7,1
3,6,8,10,9,6,5,5,3,3,2,6,9,10,10,8,12,10,4,2,2,2,4,3,1,1,5,7,7,6,6,5,2,0,2,5,9,13,9,9,6,8,9,5,4,7,11,15,16,15,12,9,8,8,8,9,11,11,10,9,8,9,10,10,10,11,12,12,12,10,9,8,8,10,12,13,13,14,15,13,10,10,5,3,10,7,4,8,6,4,8,7,8,7,13,18,20,22,27,24,28,30,29,28,31,30,31,28,20,15,7,13,13,8,6,11,8,7,9,12,20,29,32,29,22,8,10,7,15,18,24,24,25,30,30,27,23,15,10,5,6,9,7,5,4,9,13,12,11,11,10,11,11,12,14,14,10,8,5,4,1
3,2,3,4,5,4,5,6,7,7,8,8,8,7,6,5,4,2,2,1,1,2,2,6,7,5,5,6,5,4,4,4,4,4,5,7,8,8,8,8,6,5,5,6,9,9,8,6,5,4,3,2,1,0,0,2,3,5,6,8,8,8,8,6,6,8,8,8,9,8,8,9,8,7,5,2,2,3,3,2,5,9,6,5,5,7,8,8,6,5,4,3,4,5,2,2,5,7,9,11,12,13,13,12,10,8,5,4,4,8,7,4,5,9,11,17,20,19,17,13,9,5,1,3,6,3,4,8,11,11,11,13,13,11,9,6,5,3,1,4,7,8,8,7,6,8,5,0,4,9,14,19,23,27,30,33,35,35,35,35,1
21,22,21,20,20,22,22,21,22,22,25,23,24,27,25,23,26,24,21,18,14,11,10,11,18,24,22,19,18,22,26,20,14,8,12,20,25,27,23,14,8,15,21,22,19,14,10,9,12,15,20,22,23,26,26,26,24,22,21,21,20,19,19,19,17,16,14,15,15,14,14,15,14,13,12,14,14,16,19,21,23,23,23,24,25,27,27,25,23,21,20,11,6,6,9,22,18,20,17,18,15,31,25,311,268,124,30,91,98,155,78,102,118,110,91,77,82,66,62,42,43,24,9,24,13,8,6,20,3,5,25,26,30,41,36,6,27,26,11,28,3,13,25,22,17,13,7,5,14,16,14,15,15,16,17,18,16,13,9,15,1
8,7,5,4,4,5,5,4,3,2,2,2,2,0,2,4,5,5,4,1,3,3,2,4,5,4,4,4,2,3,5,6,6,7,6,5,4,2,1,2,2,4,3,1,4,5,6,5,6,6,8,9,8,8,8,7,7,5,5,4,7,7,8,7,6,4,4,5,7,7,7,8,9,9,8,8,8,7,4,4,8,14,17,19,17,13,9,8,9,11,11,10,8,6,9,10,4,4,2,9,17,22,23,23,20,19,21,20,18,15,12,9,7,5,1,5,7,4,3,2,5,9,10,12,13,12,12,9,6,4,5,6,6,7,6,5,5,5,4,4,4,4,5,6,6,6,7,7,7,6,5,5,5,4,4,4,4,5,5,6,1
9,9,8,7,6,4,3,3,2,2,3,2,2,3,4,5,4,5,5,6,6,6,5,5,6,7,7,6,6,5,4,2,1,3,5,6,6,6,6,5,4,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,3,4,4,3,3,1,1,2,1,0,1,4,7,11,13,13,10,6,2,6,6,7,8,8,8,7,5,3,2,0,4,7,6,6,6,4,3,2,2,3,4,5,5,5,3,2,1,2,2,2,2,3,5,6,4,0,1,2,6,6,5,5,3,1,0,2,2,1,0,0,1,2,5,6,6,4,3,3,3,1,2,3,5,6,4,3,2,2,2,3,3,5,6,5,4,4,5,5,6,6,5,5,6,1
16,16,14,12,10,9,9,10,12,13,16,18,19,20,19,19,19,20,21,22,21,21,20,19,18,17,16,15,15,15,16,16,17,17,16,14,11,9,7,5,4,2,1,1,1,3,5,4,4,5,6,7,8,9,9,10,10,12,14,15,14,13,11,11,10,10,10,11,11,11,10,10,10,10,11,12,13,14,15,16,16,16,17,17,19,20,21,21,22,22,21,21,21,20,19,19,19,20,20,20,18,18,16,17,12,13,12,12,10,10,10,11,11,12,13,14,16,16,18,18,17,17,16,19,15,14,14,13,12,11,11,11,12,422,78,16,82,38,52,22,92,132,136,130,129,118,99,77,57,51,44,25,14,19,23,30,22,10,19,20,1
3,4,6,5,6,5,4,2,2,1,2,4,6,8,9,9,7,6,6,5,6,6,7,8,8,7,5,3,2,2,2,2,2,3,5,6,8,8,7,8,6,5,5,5,6,7,7,6,6,5,5,4,4,4,6,6,6,5,5,4,6,8,12,17,20,22,22,21,17,12,8,7,6,4,3,3,5,6,6,3,1,4,7,6,8,10,12,12,13,13,13,13,12,11,10,8,7,6,5,5,3,3,5,6,8,8,8,6,3,1,3,7,6,3,1,2,5,6,6,8,6,4,2,2,4,5,6,7,7,6,5,5,5,7,6,8,6,5,2,2,3,3,4,4,4,4,5,5,5,5,4,3,2,1,1,1,2,2,3,4,1
5,6,6,4,4,6,7,7,6,6,5,8,8,7,8,6,3,1,1,4,4,2,1,4,5,5,4,1,2,5,8,10,12,12,11,9,5,0,2,4,3,6,9,10,8,3,0,3,6,7,7,5,7,6,4,12,18,19,20,16,5,6,4,5,7,10,12,10,7,2,3,5,6,5,6,5,7,7,6,6,3,2,3,8,10,11,11,11,9,10,7,4,1,4,6,4,0,3,8,10,10,12,13,13,8,5,2,2,5,7,7,7,6,5,4,3,3,3,2,3,4,7,6,5,5,6,6,4,2,2,5,6,5,5,4,5,7,8,8,7,6,7,8,9,8,7,6,7,7,8,8,8,7,8,9,11,11,12,11,12,1
11,11,12,12,13,14,14,12,14,13,10,7,6,4,4,4,6,8,10,12,13,11,11,11,13,12,9,8,10,11,11,9,7,3,2,3,3,3,5,7,8,9,12,15,14,16,18,17,18,18,17,17,17,16,17,18,18,17,17,18,23,26,43,24,21,36,75,49,95,15,14,27,50,34,29,57,44,33,43,53,49,53,57,45,32,25,17,10,3,3,2,5,4,7,9,12,10,8,8,11,2,2,6,6,7,6,6,5,9,12,9,13,10,11,7,5,2,3,2,0,3,3,2,7,6,5,5,7,8,7,10,10,10,11,9,9,9,10,10,8,10,11,10,12,12,11,12,13,10,11,10,9,10,9,9,9,8,8,6,5,1
8,10,10,8,7,6,4,3,3,2,3,4,3,3,3,1,1,2,4,4,6,6,5,3,3,3,4,4,4,5,5,4,4,4,3,2,3,3,2,3,2,3,3,3,3,3,2,2,2,1,0,0,1,1,2,4,6,8,10,13,15,16,14,12,9,5,4,5,6,7,6,5,5,6,6,6,5,5,5,4,4,3,3,3,3,2,1,2,1,2,2,3,5,5,5,6,6,7,7,7,7,7,7,8,8,8,9,9,9,9,9,8,7,7,8,8,9,9,8,8,8,7,7,5,3,4,4,3,3,4,3,3,1,1,3,3,2,2,3,3,3,3,3,3,3,4,4,4,3,4,4,3,2,0,3,7,11,14,15,16,1
1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,1,0,0,0,2,2,1,2,2,2,2,1,1,0,0,0,1,1,1,1,1,0,1,2,3,3,3,4,4,3,3,3,2,3,2,2,2,3,3,3,4,5,5,6,5,6,6,1
6,2,0,3,6,8,9,9,8,6,4,2,4,6,2,2,3,2,2,2,4,2,4,1,3,1,1,2,4,5,5,5,6,6,6,5,5,5,5,6,6,5,4,3,3,2,6,4,3,18,27,25,15,6,8,4,7,2,6,10,14,13,13,12,7,3,3,5,3,4,5,6,8,6,5,4,3,0,0,2,4,6,4,3,2,1,1,3,5,4,3,4,5,5,5,5,6,5,5,5,3,2,2,3,3,4,5,5,5,6,4,4,3,5,5,5,4,2,1,4,6,7,8,8,12,10,9,8,9,10,10,7,4,7,4,2,3,4,2,3,1,3,6,4,1,4,8,8,9,9,9,6,3,2,6,3,3,6,2,6,1
5,4,4,5,7,9,9,9,8,7,6,7,9,9,9,9,9,8,7,7,6,5,5,4,3,2,1,2,2,2,1,1,2,2,2,2,2,4,6,7,7,7,6,5,5,4,4,5,5,5,5,5,4,4,4,3,3,5,7,8,7,7,5,4,5,4,5,5,7,6,7,7,6,6,5,5,4,3,3,2,3,4,4,4,4,4,6,3,3,3,3,2,2,3,2,3,3,3,4,4,4,5,5,5,6,6,6,5,5,5,4,4,4,4,4,2,3,4,3,3,4,4,4,6,6,5,9,6,5,2,3,1,4,6,6,7,9,11,8,6,4,3,1,0,1,3,4,4,4,4,5,8,11,13,16,18,20,20,23,24,1
8,5,6,5,12,20,22,18,14,9,6,6,1,3,5,4,4,3,4,4,4,4,5,6,4,1,4,3,6,8,10,11,11,8,7,5,5,4,5,7,8,9,8,8,7,6,6,7,8,9,8,9,10,10,8,7,7,7,8,9,8,7,6,5,3,2,2,3,4,5,7,8,8,7,6,4,3,2,4,7,10,13,17,21,22,20,14,8,5,5,4,3,5,8,9,9,8,6,4,2,2,2,3,5,4,2,2,3,4,4,4,8,5,7,6,6,9,5,3,5,6,12,11,7,5,5,1,4,6,7,5,3,3,2,1,0,1,3,4,4,4,0,0,1,3,4,5,6,6,5,5,6,5,6,6,7,7,6,6,6,1
2,3,4,5,4,3,4,5,5,5,6,8,8,8,8,9,9,7,7,8,8,10,9,9,10,8,5,4,3,3,3,4,3,2,1,2,3,4,4,5,6,7,8,9,9,8,3,6,19,24,25,23,23,21,10,2,8,11,10,10,10,5,1,0,1,1,2,2,0,5,6,6,3,2,1,1,3,3,4,4,4,4,5,3,2,3,4,4,4,6,9,10,10,10,10,10,8,8,7,6,6,5,4,4,5,7,9,10,8,7,6,5,4,4,4,5,7,3,6,14,32,36,33,28,23,23,17,15,20,25,25,20,14,9,5,4,1,3,5,1,4,8,11,14,16,16,15,13,9,6,5,7,8,8,9,8,7,6,6,6,1
5,4,4,4,5,5,3,3,2,3,3,4,5,6,6,6,5,4,4,3,3,4,4,3,2,1,2,2,0,0,2,3,3,3,3,3,3,2,3,2,5,7,7,7,8,7,6,5,5,5,5,6,6,5,5,5,5,6,5,6,6,7,7,7,7,6,6,5,5,5,4,4,5,6,7,8,8,8,8,7,5,3,3,4,5,6,7,8,8,8,6,5,4,4,2,1,2,5,6,5,5,6,8,8,7,6,5,4,4,7,5,3,3,4,6,5,6,7,6,5,4,5,4,3,3,4,4,4,3,4,6,6,6,6,5,5,4,3,5,6,6,4,3,3,5,7,8,8,8,8,7,5,4,3,3,2,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,2,2,3,4,5,6,6,7,7,8,8,8,8,9,1
8,8,8,7,7,8,9,10,10,9,8,7,7,7,8,8,7,7,7,8,8,9,9,9,8,8,9,4,0,2,4,7,10,11,9,7,3,0,4,3,6,7,7,5,3,1,3,5,4,3,3,3,4,5,5,5,4,3,2,2,2,2,2,2,1,1,1,2,3,3,3,3,3,4,5,4,2,2,4,2,3,3,2,2,2,3,4,4,3,2,1,1,1,2,3,4,4,4,4,4,2,3,4,4,5,5,5,4,4,3,3,4,5,6,7,9,10,10,11,12,12,11,11,10,9,8,7,7,7,7,7,8,9,10,10,9,9,9,9,8,9,8,7,8,6,3,2,4,4,4,5,6,8,9,9,10,5,5,4,4,1
6,5,5,4,3,3,2,1,2,4,4,6,8,8,8,7,7,7,7,6,5,5,5,5,5,5,4,2,5,6,10,13,15,16,16,13,8,4,4,9,8,6,3,12,16,19,19,15,12,9,4,4,3,2,2,0,3,5,6,5,6,5,6,6,6,7,8,7,7,6,4,4,5,2,1,2,5,6,9,8,8,9,9,9,8,8,7,6,5,5,6,4,4,3,4,5,5,8,9,9,9,7,5,4,7,11,13,16,19,21,19,15,11,11,15,13,3,6,13,20,21,19,14,11,8,6,4,3,2,2,2,3,4,3,3,3,3,2,1,0,0,1,2,3,4,6,7,8,9,10,8,7,7,7,6,5,4,3,4,5,1
3,3,5,4,4,6,6,6,6,6,5,4,3,3,3,3,4,4,4,4,4,5,7,5,4,2,1,0,1,1,2,4,6,6,6,4,3,3,4,5,5,5,4,3,3,4,3,5,6,8,7,5,6,12,17,28,37,42,42,40,37,28,17,6,5,3,3,3,1,1,3,4,5,5,4,4,4,5,5,5,5,6,6,5,5,4,4,4,4,5,6,5,5,6,6,7,7,5,4,1,0,2,2,3,3,2,1,3,5,4,5,6,6,4,3,3,3,3,3,3,3,3,4,3,4,7,11,15,21,26,28,26,19,9,1,7,12,17,17,10,5,2,0,3,3,3,3,5,4,3,2,3,3,4,5,5,4,6,5,6,1
6,7,9,12,14,13,12,12,14,14,11,15,20,24,24,24,22,24,27,25,21,15,11,9,11,12,14,16,17,16,12,7,5,4,6,4,2,3,8,11,13,16,16,16,16,16,16,17,16,15,15,15,16,17,16,14,14,12,13,13,14,14,14,13,13,14,16,17,15,14,14,13,13,13,13,12,8,4,3,6,10,14,19,23,25,23,21,19,17,17,17,16,15,14,13,12,12,11,11,11,12,13,14,16,15,14,14,14,14,13,13,12,11,11,11,10,10,10,10,9,10,10,10,9,10,9,8,8,8,7,6,6,6,5,4,3,1,0,1,5,8,11,14,16,15,13,11,9,8,8,8,8,9,10,11,10,14,16,16,15,1
3,5,6,7,7,6,5,3,2,4,5,3,3,5,4,2,5,7,8,7,5,3,5,7,7,6,5,4,3,2,2,3,4,5,4,4,3,3,2,2,3,4,6,5,4,4,4,2,1,1,1,1,3,4,5,6,5,6,5,5,6,4,3,3,3,3,3,5,2,8,16,22,23,22,16,9,6,10,12,10,8,3,2,7,6,5,4,4,4,7,10,14,16,15,13,11,9,8,6,5,3,2,3,4,4,4,3,3,4,5,7,8,7,5,3,0,3,5,3,3,5,6,6,6,6,6,6,5,5,4,4,5,6,5,5,5,5,5,4,4,4,3,3,5,6,5,5,5,6,7,7,7,8,7,7,7,4,2,1,1,1
6,3,2,3,4,6,7,9,10,9,7,6,5,5,5,5,3,2,1,2,4,7,4,3,4,9,12,10,7,8,11,9,6,5,7,9,5,2,4,8,7,7,9,12,6,3,4,4,5,9,9,8,11,9,7,6,6,4,5,5,3,4,8,4,5,8,6,1,2,6,5,5,11,16,16,16,16,13,8,6,5,5,4,7,7,8,6,7,8,7,6,5,4,4,6,10,8,7,7,5,5,6,9,8,10,8,8,8,3,6,12,15,8,4,7,11,6,4,7,9,4,8,13,12,10,2,8,5,10,23,30,29,28,24,20,16,11,7,4,3,5,9,6,7,8,10,13,16,20,25,29,25,25,3,4,14,33,36,26,7,1
5,7,9,12,16,21,24,24,24,16,10,6,3,6,5,3,4,4,3,3,4,5,4,2,1,1,2,2,4,6,7,5,4,5,6,6,5,5,5,6,2,1,5,7,9,11,12,13,12,10,8,5,3,1,2,2,3,4,5,7,8,7,8,8,7,4,3,3,3,6,8,9,9,9,8,8,8,7,7,7,2,4,5,5,6,5,4,4,5,6,5,5,3,6,6,3,2,3,6,3,2,4,7,8,4,5,4,3,2,0,2,3,4,4,3,3,3,5,6,7,7,7,7,7,5,4,2,2,4,6,7,5,5,7,9,9,8,8,8,7,4,4,5,4,6,3,2,1,3,5,6,4,4,5,6,7,8,7,6,4,1
9,19,33,40,35,22,6,10,5,9,10,3,5,12,9,4,0,6,8,7,7,6,6,6,7,8,10,8,7,8,4,2,9,5,10,10,6,2,1,4,5,5,5,5,4,3,5,6,7,8,8,7,6,5,4,5,6,4,2,4,5,5,6,5,5,5,6,8,10,10,11,9,7,6,4,4,3,3,3,6,7,7,7,6,8,12,13,13,12,9,3,6,1,2,1,5,8,8,5,7,3,2,5,4,1,3,4,2,0,2,3,4,5,4,3,2,1,2,5,6,6,5,3,3,4,3,4,4,1,1,0,5,10,14,16,15,14,12,11,12,13,13,12,10,8,6,4,3,3,4,5,4,4,4,4,4,3,3,3,3,1
10,10,11,11,10,11,10,11,12,13,11,12,12,12,11,12,11,10,8,4,1,4,7,14,19,20,18,11,4,4,9,12,12,9,6,6,6,5,6,5,6,8,7,5,4,5,5,5,5,5,5,6,6,7,10,13,13,12,11,5,0,2,5,4,7,9,12,14,12,12,12,12,12,12,11,10,8,6,5,3,2,0,1,3,4,5,7,8,8,10,12,11,8,5,2,2,7,14,18,19,20,22,24,24,21,17,15,18,24,29,28,25,22,20,18,16,13,11,10,10,10,9,8,8,7,5,5,5,6,8,11,13,12,10,8,4,2,2,2,6,9,11,10,11,8,6,4,6,11,15,11,8,8,8,11,12,10,9,7,7,1
5,3,2,1,2,3,5,5,6,6,6,6,6,6,7,6,6,7,8,7,6,5,5,6,5,4,4,5,1,3,6,8,10,10,9,8,5,2,4,4,3,1,0,1,2,1,2,2,2,5,4,2,3,3,1,0,0,1,2,3,5,5,7,7,7,7,5,2,0,2,6,10,15,17,19,18,16,13,10,5,2,3,7,9,11,11,10,8,4,1,2,5,9,11,11,8,4,2,3,2,4,8,8,7,4,1,1,1,1,2,4,5,4,4,3,3,3,3,2,2,2,3,2,3,4,5,5,5,4,4,5,7,7,7,4,4,5,6,6,5,6,4,3,3,1,1,2,2,4,6,7,9,9,9,8,6,6,3,1,0,1
18,17,16,14,11,8,6,6,6,9,11,10,7,6,5,5,5,5,3,2,1,1,2,3,5,5,5,6,7,8,10,11,11,12,12,11,10,8,7,7,7,5,4,4,5,7,9,11,9,7,5,4,4,4,4,5,5,6,6,5,5,5,7,10,13,15,18,18,18,18,17,17,18,21,25,34,41,42,39,31,21,13,7,3,1,1,4,6,9,12,11,8,5,4,3,1,0,1,5,7,10,10,8,6,6,6,5,5,4,4,4,5,4,4,3,1,1,3,5,6,7,8,8,7,5,3,1,2,4,4,2,1,1,2,3,3,4,3,3,3,3,4,5,7,9,10,12,12,11,9,7,6,6,5,5,5,4,4,4,5,1
6,6,5,5,6,7,7,7,7,7,7,7,7,5,4,2,2,4,7,9,11,12,13,13,13,13,11,8,6,3,0,2,3,4,3,3,4,5,6,6,5,3,3,3,4,5,6,6,5,4,5,4,4,4,4,4,4,4,4,4,4,4,6,7,6,4,4,3,4,5,5,6,7,6,5,4,2,0,1,3,4,5,6,7,7,7,7,7,8,8,10,12,13,15,15,14,14,14,12,10,7,3,1,2,2,1,1,2,1,0,3,5,7,6,7,9,13,13,13,10,8,6,4,1,2,5,6,6,5,6,8,11,12,11,10,11,11,11,9,7,5,3,2,3,5,6,7,7,7,7,7,7,6,4,3,1,0,2,2,1,1
4,2,0,1,2,3,3,1,1,2,4,6,5,6,4,3,2,5,7,5,4,1,1,2,5,4,5,4,2,3,4,4,4,3,2,3,5,4,1,2,2,3,4,8,10,12,15,18,20,19,16,11,7,10,13,13,12,10,9,8,5,2,2,2,2,5,4,2,2,3,5,7,6,5,5,5,5,3,3,7,9,15,10,11,15,11,2,7,8,9,11,12,10,8,4,1,1,3,6,6,6,5,5,4,4,6,5,5,5,6,6,5,6,6,6,7,7,6,5,6,5,4,4,6,4,1,2,4,5,7,8,8,7,6,4,5,6,6,4,3,2,1,1,1,1,0,0,2,4,6,6,5,4,4,6,8,8,5,7,7,1
8,8,8,9,11,12,12,11,11,11,10,10,9,7,5,4,5,1,5,10,16,22,26,29,34,31,28,23,18,15,12,9,5,4,4,4,3,3,6,9,10,9,9,8,7,6,5,5,5,6,5,4,4,4,5,6,6,6,7,7,8,8,8,8,8,9,9,8,8,8,7,7,7,7,7,7,6,6,7,7,8,8,8,8,8,7,8,9,10,10,9,8,8,7,6,5,4,4,5,6,6,4,3,4,4,4,4,3,2,4,7,9,11,12,13,12,10,8,8,9,10,12,13,13,11,8,6,4,2,2,2,4,6,8,8,8,7,7,8,7,5,4,3,3,4,5,5,6,6,7,3,5,9,15,18,19,20,18,15,9,1
3,4,5,6,7,7,8,8,8,8,9,9,6,2,5,15,24,36,39,31,22,9,1,4,10,14,19,22,19,14,10,7,6,7,9,9,7,5,2,2,1,2,2,1,2,3,2,1,4,3,2,2,5,7,6,7,7,6,5,5,6,5,5,5,6,7,6,6,6,5,5,5,4,5,5,5,3,3,3,1,0,1,2,3,3,4,5,6,6,7,8,8,9,11,13,12,12,10,7,6,6,7,8,6,5,4,1,3,5,5,5,6,7,6,6,6,3,2,1,1,2,2,3,4,5,6,6,7,8,9,9,9,9,9,9,9,9,8,9,9,10,11,11,11,11,11,11,10,10,10,10,10,11,11,11,10,10,11,10,7,1
3,3,2,3,3,1,0,0,1,1,0,2,3,3,4,4,2,2,2,2,2,2,3,3,2,3,3,4,3,3,4,5,4,4,4,3,2,2,3,3,3,4,3,2,3,3,3,2,1,2,2,3,0,3,3,5,12,17,17,12,2,2,3,4,3,3,6,8,5,5,3,3,3,3,3,3,3,3,3,4,4,5,3,4,5,7,8,7,7,5,3,1,3,5,4,3,2,1,2,1,1,1,1,2,3,3,2,2,3,2,1,1,2,2,2,1,1,1,1,2,2,2,3,4,4,6,2,2,14,19,15,10,4,1,4,3,4,4,6,5,7,8,7,3,3,2,4,4,0,1,5,5,5,8,6,6,4,3,2,0,1
6,5,2,1,3,5,8,7,4,1,4,10,10,8,8,11,11,8,8,7,6,5,4,3,3,1,0,1,3,4,5,5,5,5,6,6,4,4,3,4,6,7,7,6,5,5,5,3,2,0,0,1,2,2,4,6,8,8,10,12,12,11,9,8,8,8,6,4,4,2,3,3,2,2,2,3,6,8,10,12,9,5,2,2,6,8,10,11,11,13,12,12,9,6,4,10,13,14,14,13,12,12,12,12,12,12,11,11,9,8,7,5,3,1,0,0,1,1,1,1,1,2,3,4,5,6,8,9,11,12,10,7,4,2,3,2,2,5,5,7,7,9,11,12,8,4,5,5,3,2,2,0,5,8,11,14,15,17,16,16,1
2,2,2,2,2,1,0,1,2,3,2,2,3,4,6,7,7,7,7,6,6,5,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,2,2,1,1,2,2,3,3,4,4,3,5,8,8,10,12,15,16,14,10,6,5,4,2,1,5,3,8,13,15,12,9,5,2,1,2,2,1,0,1,1,1,2,2,3,3,4,4,5,5,6,6,6,6,6,5,5,5,5,4,2,2,1,1,2,2,2,2,2,1,1,1,2,2,4,3,4,1,1,1,1,2,3,4,4,5,6,6,6,3,4,6,9,15,21,21,13,7,2,3,0,3,5,2,6,9,10,7,6,5,4,1,2,4,5,5,4,3,3,3,4,4,4,1
4,4,3,3,2,2,2,1,1,1,2,4,6,5,5,3,6,7,10,8,10,7,4,5,2,3,5,4,3,5,6,7,7,6,6,6,6,6,6,4,2,2,3,3,3,3,2,2,1,2,2,3,4,5,6,7,6,6,6,6,6,7,6,5,5,7,10,15,22,27,32,32,27,21,19,16,13,10,11,13,13,12,8,7,4,3,0,1,3,7,5,0,5,10,14,13,8,5,4,9,4,3,6,7,6,4,5,9,12,11,7,5,5,3,3,4,5,5,3,2,3,3,3,2,1,1,1,2,3,2,1,3,4,2,4,5,6,9,9,8,6,5,5,4,6,7,8,7,7,6,5,5,5,5,7,7,6,7,7,7,1
14,20,26,29,31,29,25,21,17,12,14,14,12,6,6,6,6,4,3,3,5,6,7,6,5,7,3,2,0,4,6,7,8,7,6,5,6,4,3,7,7,4,5,10,12,11,9,9,10,11,9,9,10,9,9,10,11,10,9,8,9,6,2,7,17,22,25,22,13,6,5,4,7,5,17,24,19,9,7,10,8,7,6,5,4,5,7,4,5,5,6,8,11,9,9,9,7,8,7,6,3,1,3,7,2,5,9,13,13,11,4,7,9,11,9,8,6,5,5,5,7,8,8,7,6,6,6,6,3,2,10,17,21,21,20,17,8,3,8,11,7,6,15,17,8,1,8,11,11,10,8,7,6,6,7,8,7,8,7,7,1
5,0,4,5,6,6,4,2,2,3,4,6,7,8,7,8,6,6,5,6,6,7,5,5,2,5,4,5,4,7,5,5,5,5,6,7,7,6,6,7,6,5,6,5,5,5,3,1,2,3,4,4,4,3,3,3,2,2,5,7,12,15,18,18,17,15,13,8,3,1,3,8,10,10,7,5,1,1,2,3,3,9,12,8,0,7,9,4,4,6,3,0,4,8,10,11,11,8,7,5,3,2,0,0,1,2,1,2,6,4,2,4,5,7,8,10,13,12,11,12,12,11,9,6,3,2,3,3,2,1,0,0,0,3,3,4,5,5,6,6,6,6,6,7,7,7,6,5,5,5,6,7,6,6,5,5,5,2,2,1,1
